剧集ID,剧集名称,导演,主演,地域,开播时间,总集数,平台,是否付费,评分,播出方式,是否独家,主题,豆瓣ID,是否爱奇艺出品,首集ID
244552001,归还世界给你,蒋家骏,杨烁;娜扎;徐正溪;赵樱子（演员）;王东;马春瑞,内地,20190719,58,爱奇艺,2,8.3,VIP看全集,False,爱情/言情/都市/悬疑,,,3447138900
247758601,一马三司令,张玉中,张明健;李君峰;吴其江;杨轶然;袁满;迟蓬;丁柳元;苏丽;赵晓明;姜淼,内地,20191016,25,爱奇艺,0,7.6,每日24点更新3集,False,战争/剧情,,,8581580300
236316001,空降利刃,张蠡,贾乃亮;邢佳栋;李纯;张赫;李岷城;刘峰超;王韬;庄小龙;陈方舟,内地,20190915,50,爱奇艺,2,8.6,VIP看全集,False,军旅,27073042,,7180545400
240137001,我的莫格利男孩,彭学军,马天宇;杨紫;傅孟柏;王真儿;任言恺;黄灿灿;吴昊泽;郑湫泓,内地,20190829,50,爱奇艺,2,9.1,VIP看全集,True,偶像/青春/都市,,,5187155200
246531601,外交风云,宋业明,唐国强;孙维民;郭连文;王伍福;卢奇;董勇;谷伟;陈姗姗;王智慧,内地,20190919,48,爱奇艺,2,8.4,VIP会员每日22点更新，非会员次日22点转免,False,历史/剧情,,,7441680100
242001801,读心探案,徐善杰;虎子;黄松,刘晓晔;刘涛;孙浩洋;方涛;霍蓉;苏濛濛,内地,20190610,28,爱奇艺,2,7.3,VIP看全集,True,警匪/悬疑/罪案/剧情/网剧,,,2683867200
229404301,白发,李慧珠,张雪迎;李治廷;经超;罗云熙;陈欣予;书亚信;王嵛;田海蓉;徐可;黄灿灿,内地,20190515,58,爱奇艺,2,8.8,VIP看全集,False,爱情/古装/言情/偶像,,,2416412700
215120001,突击再突击,舒崇福,陈月末;王帅;王劲松;邹俊百;宋楚炎,内地,20180312,38,爱奇艺,0,7.8,,False,军旅/剧情,,,958484800
214499601,真爱的谎言之破冰者,余淳,罗晋;潘之琳;张晨光;曹征;吕星辰;王砚辉;程煜,内地,20180418,44,爱奇艺,2,8.2,VIP看全集,True,都市/剧情,,,1007619200
222869601,鸣鸿传,宋洋,张亮;白客;陈都灵;吴优;陆琦蔚;李超;刘向京,内地,20180920,56,爱奇艺,2,8.1,VIP看全集,True,古装/武侠/青春/喜剧/奇幻,,,1231150600
206557401,归去来,刘江,唐嫣;罗晋;于济玮;许龄月;王天辰;马程程,内地,20180514,50,爱奇艺,2,8.4,VIP看全集,False,言情/青春,26811528,,1050059400
232096201,医妃难囚,探花,杨安琪;盛英豪;高寒;李明源;陈烁;程伊多,内地,20181105,12,爱奇艺,2,7.8,VIP看全集,True,爱情/古装/剧情/网剧,30234334,,1465067700
205159201,莽荒纪,黄祖权,刘恺威;王鸥;陈亦飞;张峻宁;牛骏峰;李威;赵予熙;张双利;王星瀚;冯俊熙;陈梦瑶;郑雪,内地,20180430,65,爱奇艺,0,8.2,周一至周三22点VIP更新两集，非VIP24点观看，VIP抢先看一周,False,古装/仙侠,,,1023837500
208853801,谈判官,刘一志,杨幂;黄子韬;郭品超;毛林林;杨菲洋;赵文瑄;连凯;祝绪丹;赖艺;赵楚纶;李婷婷,内地,20180204,43,爱奇艺,0,8.3,VIP每日24点更新 非VIP次日24点观看 3月2日停播,False,言情/偶像/青春/都市/商战/剧情,,,925446900
207680801,老男孩,刘俊杰,刘烨;林依晨;雷佳音;胡先煦;郭姝彤;李建义;王妍之,内地,20180304,47,爱奇艺,2,8.6,VIP看全集,False,都市,,,950289100
221933801,原生之罪,叶伟民,翟天临;尹正;白冰;颜卓灵;李若宁;章申;李光复;姜大卫;鲍起静;恬妞;尹扬明;黄锶骐;范奕泽;姜嫄,内地,20181220,25,爱奇艺,2,8.3,VIP看全集,True,自制/悬疑/罪案/网剧,,,1713978600
216145001,脱身,林柯,陈坤;万茜;王耀庆;赵文瑄;蔡文静;张晓晨;海一天;尹铸胜,内地,20180611,46,爱奇艺,0,8.2,,False,言情/年代,,,1104772200
204275101,幸福满屋,贾一平;胡涂,贾一平;刘涛;奚美娟;巫刚;赵子琪;董晓燕;苏廷石;李文玲;陈小妹;李文启;胡涂,内地,20160718,30,爱奇艺,0,6.7,,False,言情/家庭/都市,,,509748000
204921501,嘿，孩子,杨亚洲,蒋雯丽;郭晓东;李小冉;刘天佐;齐溪;韩青;郑恺,内地,20161021,48,爱奇艺,0,6.8,周日至周五 更新2集；周六 更新1集,False,家庭/剧情,,,564305300
204969801,我是红军,桑华,朱雨辰;高艺涵;张光北;张志坚;杜志国;王全有;李思博,内地,20161021,36,爱奇艺,0,6.8,,False,战争/军旅/历史,,,555330200
203956901,金水桥边,刘飚,黄志忠;王伟;李乃文;柯蓝;李歌;刘琳;赵龙豪;程煜;王鑫,内地,20160502,52,爱奇艺,0,7.1,,False,罪案/年代/剧情,,,478293900
204265301,闺蜜嫁到,周俊伦,胡丹丹;隋俊波;朱泳腾;张静懿,内地,20161126,50,爱奇艺,0,6.1,每日24:00 两集连播,False,家庭/剧情,,,574264600
200167001,来自星星的你金秀贤cut集锦,张太侑,金秀贤;全智贤;刘仁娜;朴海镇;金昌完;安宰贤;吴尚镇,韩国,20131018,21,爱奇艺,0,6.9,,True,军旅/剧情,,,217356400
130292901,盛夏晚晴天DVD版,麦贯之,刘恺威;杨幂;吴建飞;王骁;梁又琳;樊少皇;李方丁;黄梦莹;汤镇宗;高宝宝;张晨光,内地,20130425,46,爱奇艺,0,7.6,周一至周五24:00 三集连播；周六2集周日1集,False,言情/偶像,,,492889
232089901,借问英雄何处,黄鹤,唐国强;晋松;钱泳辰;廉赛;孙海英;郭凯敏,内地,20130408,30,爱奇艺,0,6.6,,False,战争/剧情,,,1494906700
200038101,小两口,郑晓龙,贾乃亮;吴樾;韩彩英;吴辰君;史力嘉;张萌;王璐,内地,20130928,30,爱奇艺,0,6.6,每日24:00 两集连播,False,言情/偶像/家庭,,,204078800
206374601,捍卫者,汪涛,范明;车永莉;张秋歌;史可 (湖北籍演员);陈昭荣;萧蔷,内地,20130409,30,爱奇艺,0,6,,False,战争/谍战,,,649782800
200073301,纯真的年代,汪锡宏;成浩,李亚鹏;应采儿;高虎;杨春荣;倪土;张和利（演员）,内地,20131030,38,爱奇艺,0,6.8,每天24:00两集连播,False,家庭/年代,,,208430700
248053201,像小朵一样,麦贯之,种丹妮;金亿;邱胜翊;王宇婕;庹宗华,内地,20130319,32,爱奇艺,0,7.4,,False,言情/都市,,,9490377500
202989201,幸福生活万年长,牛建荣,李菁菁;邵峰;褚栓忠;尚国伟,内地,20130318,28,爱奇艺,0,6.4,,False,喜剧/农村,,,406901600
206416501,九命刑警,吕祖松,刘永生;李玉峰;张喜前;薛勇;王馨悦,内地,20131122,30,爱奇艺,0,6.7,,False,悬疑/罪案,,,664864600
200100201,最美的时光DVD版,曾丽珍,钟汉良;张钧甯;贾乃亮;韩熙庭;颖儿;江易珈;牟湘盈;陆玲;徐春妮;贺强;蒋恺,内地,20131120,40,爱奇艺,2,8,VIP看全集,True,言情/偶像/都市,,,212936300
202370401,寻路,张多福;刘娟,许铂岑;罗忆楠;刘劲;马晓伟;郑萍;赵凯;黄俊鹏;刘岳;黄薇;姜毅;李晓枫,内地,20130618,44,爱奇艺,0,6.7,,False,历史/年代,,,1515406700
200137001,石光荣的战火青春TV版,张汉杰,邵兵;杨若兮;王新军;高峰（演员）;霍亚明;林好;唐以诺;江水;王千友;马杰;张潇恒,内地,20131203,23,爱奇艺,0,6,,False,战争/军旅/谍战/年代,,,214629000
204785001,龙门村的故事,彭澎,杨波;田成仁;岳红;白雪,内地,20130101,30,爱奇艺,0,6.7,,False,喜剧/农村,,,555324500
203030801,离不开你,程路,陈志朋;车永莉;艾东;王茜,内地,20130101,29,爱奇艺,0,4,,False,言情/都市/商战/剧情,,,803302300
230812401,徐悲鸿,王好为,吴刚;刘晓庆;薛白;杨立新;葛存壮,内地,20131006,35,爱奇艺,0,7.4,,False,历史/剧情,,,1379482700
200131301,闪亮爱,宋洋,江铠同;范逸臣;徐正溪;江若琳;刘思巍;李雅男;武嘉辉;肖涵;吴玉芳,内地,20131128,44,爱奇艺,2,6.5,VIP看全集,True,言情/偶像,,,213410600
202283001,理发师,潘文杰,李晨;王丽坤;涂松岩;薛薇;王惠春;任帅,内地,20130529,25,爱奇艺,0,6.6,,False,言情/战争/年代/剧情,,,333007900
202983701,燃情密码,郑方南,王强;郭晓晓;李飞;孙浩涪;关亚;张世会,内地,20131110,30,爱奇艺,0,6.7,,False,都市/剧情,,,407053500
202293601,大掌门,孙铁军,张桐;童瑶;曹力;国丽娜,内地,20131223,30,爱奇艺,0,5.9,,False,战争/谍战/年代/剧情,,,332718900
200100401,别样幸福,萧峰,方青卓;毕彦君;徐路;涂凌;田玲;洛葳,内地,20131115,34,爱奇艺,0,6.4,每天24:00两集连播,False,言情/家庭,,,211165400
202981401,大汉情缘之云中歌DVD版,胡意涓;胡明凯;蔡晶盛,杨颖;杜淳;陆毅;陈晓;杨蓉;苏青;毛晓彤;包贝尔;寇振海;刘宇桥,内地,20150913,45,爱奇艺,0,7.9,每周一周二1:00 两集连播,False,偶像/古装/历史,,,397568800
202690001,完美案件,蔺水净,闵建;王静博,内地,20150527,5,爱奇艺,0,6.7,每日更新1集,True,悬疑/网络剧,,,368756900
203389401,继父回家,习辛,范明;闫学晶;张一龙;苇青;马浩博;张恩齐;鞠庆洲;曹力;肖辉,内地,20151221,42,爱奇艺,0,7.1,,False,言情/家庭/都市,,,432664900
203327001,老婆大人是80后,刘进,李小冉;杜淳;张嘉译;于明加;张鲁一;王维维;朱锐;王唯伊;关晓彤;汤镇业;吴冕;李光洁;林保怡;王骁,内地,20151225,41,爱奇艺,0,6.9,每日24:00 两集连播,False,言情/偶像/家庭/都市,,,433396300
203036501,多情江山DVD版,李惠民;白云默,高云翔;侯梦瑶;袁咏仪;万梓良;亓航;高仁;徐麒雯;吴谨言;刘越;陈西贝;孙婉婷;蔡蝶,内地,20150917,59,爱奇艺,0,7.7,周一至周五、周日24点 两集；周六24点 一集,False,古装/爱情/剧情,,,410236300
202255001,逗比先生之逗比老爸,飞麦品,杨金赐;关凌;杨菲洋;尹熙水;REBORN组合,内地,20141121,6,爱奇艺,0,5.9,,False,喜剧,,,329048500
200523301,可爱多微电影国际版2014,未知,未知,内地,20140417,6,爱奇艺,0,6.8,,False,喜剧,,,236531300
202242901,歌海情天,胡明凯,单英哲;万潼;马丹旎;唐昕;阿卜力克木·阿卜来提,内地,20141115,30,爱奇艺,0,4.7,,False,剧情,,,1439871000
200291801,宅时代,左志国;陈鹏,杨凯迪;郭柯彤;王艺博;刘晨睿,内地,20140210,12,爱奇艺,0,5.4,每周三、日00:00 更新1集,False,言情/喜剧,,,224806200
207084601,摩登50,程路,王姬;李成儒;高深,内地,20141008,30,爱奇艺,0,5.1,,False,喜剧,,,698643000
201384701,电视剧有戏,爱奇艺电视剧,小冉,内地,20140731,100,爱奇艺,0,5.3,周五周日0:00更新一期,True,喜剧,,,272197100
202329001,众里西餐厅,孔凡羽;吴昱翰;杨沅翰,杜晓宇;李昕芮;王东;王泓泽;刘思维;苏贝茹,内地,20141222,10,爱奇艺,0,5.2,,True,喜剧,,,334618200
200784501,我的青春高八度,陈一俊,吴秀波;瞿颖;曾志伟;弦子;倪安东;毕夏;丁丁 （歌手）;胡梦周;李琦,内地,20140706,30,优酷,0,7.2,周日23:30 两集连播,False,喜剧/偶像,,,
200785001,原乡-废弃,张国立,张国立;陈宝国;奚美娟;马少骅;冯恩鹤;宋晓英;朱德承;李耕;高天;卢茜,内地,20140312,31,芒果tv,0,8.2,,False,剧情,,,
100424001,合适婚姻,周耀杰,刘莉莉;温峥嵘;于洋;谢园;桑叶红;李勤勤;秦卫东;魏骏杰;王骏毅;王志刚,内地,20100101,25,爱奇艺,0,6.2,,False,言情/家庭,,,73789
200796401,厨缘,陈木川,吴孟达;二宝;薛佳凝,内地,20100429,24,爱奇艺,0,6.6,,False,言情/家庭/青春/喜剧,,,265717900
91418401,一一向前冲,王加宾,霍建华;童蕾;小王晶;张培;郑佩佩;郑恺;洪连城;赵三强,内地,20101119,28,爱奇艺,0,6.8,,False,言情/偶像,,,49760
218288801,宋庆龄,宫伦泉,吴海燕;杨舒婷;邬倩倩;马晓伟,内地,20100101,27,爱奇艺,0,5.8,,False,剧情,,,828080500
202230101,妖女迷行第1季,John Fawcett Steve Dimarco Paul Fox,克里斯·霍尔登-里德;克塞尼亚·索罗;莎拉·艾伦;安娜·希尔克,美剧,20100912,13,爱奇艺,0,6.9,,False,偶像/科幻/剧情/奇幻,,,326727200
204563301,一家不说两家话,蒋钦民,侯勇;岳红;王艺禅;彭杨;霍政谚;宁丹琳;张志彤;王泽霖;李兆霖;薛山,内地,20100101,25,爱奇艺,0,6.8,,False,言情/家庭/都市,,,530295700
200800801,兄弟如手足,郭靖宇,何冰;达达;李歌;刘园园;赵铁人;于明加;萧兵;满意,内地,20100101,21,爱奇艺,0,6.8,,False,家庭/都市/剧情,,,257070000
200803201,觅迹追踪,叶清醇,王双宝;张页石;史  奕;田万鸿;马克;张雷,内地,20100101,16,爱奇艺,0,5.9,,False,悬疑/罪案/剧情,,,300360400
231360001,如此婚姻,黄伟明,朱羿坤;陈潘晶;赵卓娜;王志强,内地,20100129,21,爱奇艺,0,5.7,,False,家庭/都市/剧情,4281618,,1431771700
101075601,郎心如铁,张旗,张铎;凌潇肃;唐一菲;白雪云;李强;王紫逸;迟志强;尹燕滨;曲芬芬,内地,20100919,32,爱奇艺,0,5.5,,False,言情/家庭/青春,,,87661
220817001,花戒指普通话版,未知,Gypso Ramita;普提查·克瑟辛,泰国,20171129,26,爱奇艺,2,6.9,VIP看全集,True,爱情/言情/偶像/青春/都市/剧情,,,899986400
235701001,密查,王兵,郑凯;邓莎;于荣光;连奕名;常铖;亓航;于晓光;王道,内地,20190412,39,爱奇艺,0,7.3,,False,谍战/悬疑/剧情,30158969,,2276094200
226589501,十年三月三十日,钟澍佳,窦骁;娜扎;徐正溪;宋妍霏;王姿允;金泽灏;连凯;高叶;郭萱,内地,20190919,39,爱奇艺,2,8.6,VIP看全集,False,爱情/偶像/都市,27062691,,5770492100
244353801,李三枪,林柯,刘恩佑;战菁一;高叶;刘波（演员）;李建义;宋珂欣;吕艳蓓;李槐龙;黄飞;毛毅,内地,20190716,39,爱奇艺,0,7.7,,False,战争/剧情,,,3384592000
235353901,绝世千金第一季,元德,龚俊;郑湫泓;方逸伦;余凯宁;李豪,内地,20190117,12,爱奇艺,2,7.9,VIP看全集,True,爱情/古装/言情/偶像/喜剧/穿越/奇幻/网剧,30148258,,1714889700
233743301,逆流而上的你,潘越,马丽;潘粤明;张凯丽;孙坚;黄梦莹;李乃文;刘威葳;倪大红;刘颖伦;张棪琰;穆丽燕;徐美玲;孔琳;赵淑珍;谭希和,内地,20190212,43,爱奇艺,2,8.1,VIP看全集,False,爱情/家庭/都市/喜剧/剧情,,,1981901600
206231501,钟馗捉妖记,郑伟文,杨旭文;杨蓉;麦迪娜;李子峰;丁子峻;成梓宁;陈昊 （95后男演员）;葛天;傅迦;马书良;殷叶子;曲栅栅,内地,20180604,55,爱奇艺,2,8.4,VIP看全集,True,古装/仙侠/奇幻,,,1078238100
222968001,泡沫之夏,于中中,张雪迎;秦俊杰;黄圣池;袁子芸;李逸男;陈欣予;麦迪娜;黄德毅;陈伊莎;贺强;刘佳;祝向阳;晨梓妍;王子轩;宋海颉;龚帆;丁可;谢欣桐;王艺嘉;施羽;李若嘉;范晓东,内地,20180508,36,爱奇艺,2,8.4,VIP看全集,True,爱情/自制/言情/偶像/青春/都市,26744053,,1034019200
220121201,家有儿女初长成,林丛,张一山;张晔子;高亚麟;王琳;周小斌;宋宁（女）,内地,20180529,30,爱奇艺,2,7.5,每周二至周四24点更新2集,True,家庭/都市/喜剧,26689427,,1075449600
214811601,最好的安排,李小平,颖儿;付辛博;王耀庆;赵子惠;李涓;李颖;张亦驰;赵予熙;张春年,内地,20180103,40,爱奇艺,0,7.3,每天24点 更新两集,False,爱情/都市/剧情,,,891453100
222077401,我们的四十年,王梓,金世佳;柴碧云;李茂;徐小飒;谢芳;钱波;柴鸥;刘亚津;苏国涛;王伟华;徐薏雯;馨子;梁佳伟;王政;董姝,内地,20181111,60,爱奇艺,0,7.9,每周日至周五24点2集;周六24点1集,False,年代/剧情,,,1535268600
225205201,大江大河,孔笙;黄伟,王凯;杨烁;董子健;童瑶;杨立新;周放;田雷;赵达;王永泉;赵阳;王宏;施诗;练练;吴其江;赵君;王鑫（中戏）,内地,20181210,47,爱奇艺,2,8.8,VIP看全集,False,年代/剧情,26797690,,1664550700
228906101,天盛长歌DVD版,沈严;刘海波,陈坤;倪妮;赵立新;倪大红;袁弘;王鸥;白敬亭;张晓晨;梅婷;刘敏涛;于明加;侯岩松;海一天;是安;邵桐;曲高位;徐好,内地,20180814,70,爱奇艺,2,8.6,VIP看全集,False,古装,26761328,,1240976400
235161501,神风刀,王明军;崔俊杰,秦俊杰;关晓彤;宋轶;楼佳悦;曹骏;王闯;高海诚;冉旭;尤浩然,内地,20181227,30,爱奇艺,2,7.3,VIP看全集,True,古装/武侠/网剧,27097944,,1696613500
220705601,和平饭店,李骏;白涛,陈数;雷佳音;李光洁;陶慧;张岩;陈冠宁;阎俊希;孔维;王玥兮;张帆（演员）;王烈;曹力;郭秋成;马灿灿,内地,20180125,39,爱奇艺,2,8.2,VIP看全集,False,爱情/谍战,26828285,,915576000
226555801,家有儿女初长成VIP独享版,林丛,张一山;张晔子;高亚麟;王琳;周小斌;宋宁（女）,内地,20180529,70,爱奇艺,2,7.6,VIP独享,True,家庭/都市/喜剧,26689427,,1076026600
227455701,岁岁年年柿柿红,沈航,王茜华;李翠翠;于震;王挺,内地,20180705,39,爱奇艺,0,8,,False,爱情/家庭/农村/剧情,30263199,,1150529400
230391401,家庭秘密,柳国庆,陈锐;荣蓉;巩小榕;王博,内地,20180918,48,爱奇艺,0,6.9,,False,爱情/家庭/都市,26427120,,1340105000
234248101,齐丑无艳,李相国,郝文婷;高海诚;武虹言;赵津生;闫立飞;郑龙;李强;张译丹;李学政,内地,20181204,12,爱奇艺,2,7.5,VIP看全集,True,古装/言情/喜剧/宫廷/剧情/网剧,,,1610808800
204905101,远大前程,谢泽,陈思诚;袁弘;佟丽娅;郭采洁;赵立新;倪大红;刘奕君;果靖霖;张俪;谭凯;富大龙;金士杰;黄志忠;连奕名;李念,内地,20180401,48,爱奇艺,2,8.3,VIP看全集,False,言情/年代/剧情,26838067,,983707100
204826601,后妈的春天,陈朱煌,李彩桦;贺刚;张永刚;小刘佳;曾龙;陶思源,内地,20180311,40,爱奇艺,0,7.1,每天24点更新2集,False,言情/家庭/年代,,,957273400
212679001,最好的遇见,王小康,明道;颖儿;马天宇;张曦文;恬妞;李菁;何云伟;曾江;马歌;秦鸣悦;梁丽;王宣予;王文绮;王雨涵;赵中伟,内地,20181003,40,爱奇艺,0,7.7,每日24:00更新两集,False,爱情/都市,,,1383526100
218297001,拥抱幸福,余倩倩;陈俊任,黄少祺;海陆;唐瑞宏;宗峰岩;卓凡;方数真;况明洁;张庆庆;丁国琳;孟庭丽;温海波;葛兆美;李欣怡;大军,内地,20180701,49,爱奇艺,0,6.9,每日24:00 两集连播,False,爱情/都市/剧情,26291912,,1142907900
204885401,千里雷声万里闪,张前,刘晓虎;刘一含;陈逸恒;范志博;马浩博;韩风,内地,20161014,34,爱奇艺,0,6.8,,False,战争,,,551226700
203556701,我的朋友陈白露小姐,陈昆晖,陈艳茜;张天爱;屈楚萧;李子峰;谭凯;李茜;明道,内地,20160607,24,爱奇艺,2,7.5,VIP看全集,True,自制/言情/偶像/青春/剧情/网剧,,,492675900
203636501,穿越谜团,沈严;刘海波,张歆艺;袁弘;江珊;孙淳;高鑫;李凤绪;袁文康;吕夏葳,内地,20160311,36,爱奇艺,2,6.8,VIP看全集,True,青春/悬疑/剧情,,,458016000
204969601,红色护卫,虎子,孙茜;张桐;赵龙豪;王铮;王美英,内地,20161024,34,爱奇艺,0,6.5,,False,战争/军旅/历史,,,556596700
204770201,亲密的搭档,刘国权,林雨申;张雯;刘恩佑;陈思斯,内地,20161001,40,爱奇艺,0,6.8,,False,言情/偶像,,,545043800
204144001,毛泽东三兄弟,李舒,王斑;孙逊;吴迪;孙宁;王碧琪;朱袁员;宁丹琳;付磊,内地,20160620,36,爱奇艺,0,7.1,,False,历史,,,497919500
206416701,天涯浴血,唐国强,唐国强;刘劲;王伍福;陈莱蒙;廉赛;马晓伟,内地,20160620,28,爱奇艺,0,6.7,,False,战争,,,671594400
202982901,正午阳光,马进,王志飞;林永健;董维嘉;刘蓓;赵倩;刘燕军,内地,20130630,30,爱奇艺,0,4.6,,False,都市/剧情,,,409899800
139933701,天天有喜DVD版,黄建勋;苏沅峰,陈浩民;穆婷婷;谭耀文;陈紫函;刘娜萍;陆昱霖;方数真;邓捷;陈秀丽;宫媛;陈威翰,内地,20130701,70,爱奇艺,2,7.7,周一至周五每日10:30播出3集 周六日1集,False,古装/家庭/神话/仙侠,,,628113
202289901,我在等你回家,陈柯,胡可;董勇;姚刚;孟霞;孙锡堃;林家川,内地,20130802,28,爱奇艺,0,6.7,,False,言情/家庭/都市/剧情,,,333113600
202550601,蜀山战纪第1季,黄伟杰,赵丽颖;陈伟霆;吴奇隆;叶祖新;刘思彤;樊少皇;文咏珊;高伟光;张天霖;贾晓晨;吴华新;宗峰岩,内地,20150922,10,爱奇艺,2,7.6,VIP看全集,True,古装/言情/武侠/偶像/仙侠,,,399717900
202735401,花千骨DVD版,林玉芬;高林豹;梁胜权,霍建华;赵丽颖;蒋欣;张丹峰;杨烁;马可;李纯;蒋一铭;苗驰;王修泽;鲍天琦;安悦溪;江明洋;董春辉;阮圣文,内地,20150609,50,爱奇艺,2,9,每周日、一 24:00 两集连播,False,古装/奇幻,,,372240000
203049901,沃野飘香,姚中文,曲德明;张尚萍;赵雅杰;张宏伟;王芳,内地,20100101,26,爱奇艺,0,4.8,,False,农村/剧情,,,410834500
139949301,阿喜,黄伟明,任重;米雪;李立群;吕一;张丹峰;钟亮,内地,20100308,24,爱奇艺,0,6.3,,False,言情/家庭/青春/年代,,,635921
200846901,还看今朝,李云亮,颜丹晨;孙涛;王庆祥;王海地;宋汶霏;周里京,内地,20101210,29,爱奇艺,0,5.8,,False,谍战,,,699285500
207651801,思美人之山鬼后裔,石刚,海铃;李雨轩;宁心;彭博;王新宇;蓝格;刘济恺,内地,20170609,12,爱奇艺,2,7.1,VIP看全集,True,自制/青春/都市/穿越/网剧,,,694939000
248263201,掩不住的阳光,陈健,吴其江;刘之冰;金晨;聂远;吕卓燃,内地,20191106,38,爱奇艺,0,7.5,每日24点更新2集,False,战争,21327514,,9134141500
206029101,南方有乔木,林妍,陈伟霆;白百何;李现;白冰;张宥浩;秦海璐;王若珊;杜志国;郑晓宁;王维维;曹璐,内地,20180325,40,爱奇艺,2,8.3,VIP看全集,False,言情/偶像/青春/都市,,,974355600
228758701,香蜜沉沉烬如霜DVD版,朱锐斌,杨紫;邓伦;陈钰琪;罗云熙;王一菲;邹廷威;何中华;周海媚;王媛可;王仁君;彭杨;宁文彤;张棪琰;宋允皓;樊锦霖,内地,20180802,60,爱奇艺,2,9.4,,False,古装/言情/青春/神话/奇幻,26920281,,1228958800
221776201,暗算,柳云龙,柳云龙;祝希娟;高明;王宝强;张海;王彩平;李虎城,内地,20180201,34,爱奇艺,0,7.4,,False,谍战/剧情,,,923318000
216274201,爱情进化论,安竹间,张若昀;张天爱;许魏洲;何泓姗;赵东泽;梁宝羚;许娣;孙松;张龄心;白冰;朱铁;谢园;王澜;张棪琰;白澜;陈庭妮,内地,20180802,40,爱奇艺,2,8.1,VIP看全集,False,爱情,27034586,,1220565000
227764901,桃花依旧笑春风,张汉杰,苗圃;陈龙;徐小飒;肖轶;郑国霖;刘希媛;白志迪;杜源;刘亚津;韩童生;钱波;张英;邵峰;朱泳腾;张维伊,内地,20180815,60,爱奇艺,0,7.4,每日24:00更新两集,False,剧情,27054074,,1249916200
206570001,同学两亿岁,司维维;蒋笑笑,李庚希;朱致灵;梁宝羚;昌隆,内地,20180530,24,爱奇艺,2,8.1,VIP看全集,True,自制/偶像/青春/科幻/网剧,26964430,,1070703100
205488901,蜀山战纪2踏火行歌,黄伟杰,吴奇隆;雨婷儿;陈哲远;刘一曈;聂子皓;刘思彤;卫莱;秦杉;王鹏轩;李豪;黄世超;袁野;王振;梁宝羚,内地,20180130,48,爱奇艺,2,8.3,VIP看全集,True,自制/古装/言情/武侠/偶像/青春/剧情/仙侠,,,914304100
203740001,因为爱情有幸福之二,刘俊杰,陈伟霆;唐艺昕;冉旭;徐申东;魏大勋;梁田;李泰;菅纫姿;罗云熙;陈胤妃;吴竞;刘立伟;荣蓉;蔡纲;范春霞;林鹏;杨雪,内地,20160224,34,爱奇艺,0,6.8,周日至周四2集，周五、六1集,False,家庭/言情/都市/爱情,,,459800400
224856401,待嫁十年,刘仕裕,吴卓羲;王晓晨;江若琳;谈莎莎;魏巍;李易函,内地,20161114,32,爱奇艺,0,6.6,,False,言情/都市,24381554,,1080133600
204825201,无间道,洪金泼;梁国斌,王阳;朱锐;罗仲谦;罗嘉良;苏丽珊;廖碧儿;梁靖琪;朱鉴然;吴廷烨;曾志伟;刘松仁;元彪;任贤齐;卢海鹏;梁汉文;姜皓文;郭政鸿;艾威,内地,20161221,12,爱奇艺,2,7.3,VIP看全集,True,自制/悬疑/罪案/剧情/网剧,,,588008200
203677801,天伦,滕文骥;王为,陈小艺;练练;崔林;马丽;陈思斯;陈婷;陆纪依;刘亭作,内地,20160301,40,爱奇艺,0,6.6,每日24:00 两集连播,False,家庭/农村/剧情,,,455345400
201029001,因为爱,张孝正,言承旭;海陆;曾恺玹;田家达,内地,20160228,30,爱奇艺,0,6.4,每日24:00 两集连播,False,言情/偶像,,,454192900
203733801,女人的天空,张新建,蒋欣;王凯;程枫（演员）;杨淇;李超,内地,20160321,30,爱奇艺,0,6.4,,False,家庭/农村/剧情,,,462252500
202274901,都是兄弟,刘季欢,吴京安;韩青;王龙华;普超英,内地,20130221,33,爱奇艺,0,6.4,,False,言情/家庭/都市/剧情,,,331649300
202291501,天使艾美丽,潘小杨,姜瑞佳,内地,20130101,39,爱奇艺,0,6.8,,False,偶像/剧情,,,333400200
147631701,新神探联盟之包大人来了,蓝海瀚;林合隆;胡储玺,张铎;张俪;王凯;胡宇威;苑琼丹;李欣汝;刘牧;刘雨鑫,内地,20130726,35,爱奇艺,0,6.6,每日24:00 四集连播,False,悬疑/罪案/剧情,10617176,,712876
153501501,黑名单第1季,乔  伯肯坎普,James Spader;Megan Boone;迭戈·克莱特霍夫;Harry Lennix;瑞安·艾戈尔德,美剧,20130923,22,爱奇艺,0,6.7,每周二同步美国播出,False,偶像/谍战/悬疑/罪案,24695264,,776870
207096801,坝上街,王建荣,吴军;池华琼;肖荣生;王宇;马仑,内地,20130105,38,爱奇艺,0,6.7,,False,年代,,,698555700
218253601,你幸福我快乐,冯译嶙,赵亮（小）;李琳;张洪杰,内地,20151116,32,爱奇艺,0,6.8,每周一到周五12:00更新2集,True,爱情/家庭/喜剧/剧情,,,826801900
203132901,岁月如金,阎建钢,张丰毅;颜丙燕;左小青;廖京生;李凤绪,内地,20150812,42,爱奇艺,0,7,每日24:00 两集连播,False,家庭/剧情,,,415000300
202906401,黄河在咆哮,谷锦云,黄薇;孙茜;王建国;赵玲,内地,20150821,38,爱奇艺,0,6.7,,False,战争/军旅,,,466024600
210525401,人生双行线,冯瑞春,韩雯雯;孙玮;刘子仟;张潮;张京宇,内地,20100127,20,爱奇艺,0,7.4,,False,言情,,,7867988200
